Latitude,Longitude,Area Type,Soil Type,Water Sources,Previous Crop,Land Acres,Cropping Type,Crop Category,Crop,Duration (Days),Investment (₹),Profit (₹)
23.04,85.9,Hilly,Inceptisol,Rainfed,Sunflower,1.6,Perennial,Fruits,Banana,248,33765,131256
23.97,85.04,Plateau,Laterite,Rainfed,Cabbage,3.1,Short-term,Vegetables,Cabbage,113,18556,50667
23.27,84.89,Plateau,Entisol,Rainfed,Ladyfinger,2.2,Long-term,Vegetables,Cauliflower,146,13422,47654
24.41,84.54,Plateau,Laterite,Rainfed,Banana,0.7,Short-term,Cereals,Barley,116,18598,51007
24.43,84.57,Plain,Alfisol,Irrigated,Mustard,2.3,Perennial,Cash Crops,Cotton,274,69214,207286
24.37,84.85,Hilly,Laterite,Rainfed,Lentil,4.6,Long-term,Cereals,Millets,128,17466,68093
23.56,85.24,Plateau,Laterite,Irrigated,Ladyfinger,1.8,Long-term,Vegetables,Brinjal,141,28797,111436
23.02,85.26,Plateau,Entisol,Rainfed,Wheat,2.0,Short-term,Oilseeds,Groundnut,97,27161,82590
24.39,83.93,Hilly,Inceptisol,Irrigated,Pigeon Pea,0.8,Short-term,Pulses,Lentil,97,13011,49484
23.64,84.75,Plain,Alfisol,Canal,Sunflower,3.3,Short-term,Pulses,Pea,89,13578,46161
24.45,84.53,Plateau,Laterite,Canal,Cotton,4.3,Mixed,Agroforestry,Banana+Pea,311,62676,211343
24.45,85.68,Plateau,Entisol,Rainfed,Niger,2.1,Long-term,Cash Crops,Coffee,161,65602,207417
24.28,85.08,Plain,Red Soil,Rainfed,Rice+Lentil,1.6,Long-term,Oilseeds,Groundnut,125,27777,99088
23.44,84.83,Hilly,Inceptisol,Rainfed,Sesame,4.8,Long-term,Cereals,Wheat,128,16801,62897
23.58,83.79,Plain,Alfisol,Irrigated,Green Gram,3.9,Perennial,Fruits,Mango,200,19185,58213
24.28,85.01,Plain,Red Soil,Irrigated,Barley,3.1,Short-term,Pulses,Pea,108,19660,48169
23.48,83.79,Plain,Red Soil,Irrigated,Brinjal,1.9,Perennial,Fruits,Guava,278,45377,94663
23.25,84.34,Hilly,Inceptisol,Rainfed,Cauliflower,1.5,Short-term,Vegetables,Brinjal,115,8794,32957
23.84,83.86,Hilly,Laterite,Irrigated,Papaya,3.7,Short-term,Pulses,Gram,91,18001,67065
24.4,85.23,Hilly,Laterite,Rainfed,Gram,2.8,Perennial,Fruits,Papaya,315,36669,99666
24.04,84.02,Hilly,Inceptisol,Irrigated,Ladyfinger,2.8,Mixed,Agroforestry,Mango+Lentil,338,48623,139501
23.86,84.48,Plateau,Laterite,Rainfed,Soybean,0.8,Short-term,Vegetables,Onion,84,12596,46089
23.15,85.74,Plain,Alfisol,Irrigated,Rice,2.8,Short-term,Oilseeds,Niger,94,11447,45128
23.92,84.01,Plain,Alfisol,Rainfed,Banana,4.2,Mixed,Agroforestry,Rice+Lentil,211,30326,107476
24.49,84.77,Plateau,Laterite,Rainfed,Mustard,4.8,Perennial,Cash Crops,Coffee,343,50639,162152
23.21,84.55,Plain,Alfisol,Irrigated,Timber+Paddy,1.0,Mixed,Agroforestry,Timber+Paddy,224,18015,50933
23.78,83.55,Plateau,Laterite,Rainfed,Cotton,3.3,Perennial,Fruits,Mango,354,14234,49808
24.32,85.48,Plateau,Entisol,Irrigated,Litchi,3.1,Long-term,Vegetables,Brinjal,148,14842,31542
24.11,83.67,Hilly,Laterite,Irrigated,Millets,4.5,Short-term,Oilseeds,Sesame,110,27329,109191
24.05,84.69,Plateau,Laterite,Irrigated,Barley,3.9,Mixed,Agroforestry,Rice+Lentil,184,26777,92267
24.05,84.9,Plain,Red Soil,Rainfed,Litchi,4.8,Long-term,Vegetables,Cauliflower,129,20456,77975
23.54,85.07,Plain,Red Soil,Rainfed,Coffee,4.8,Long-term,Cereals,Millets,145,9661,34052
23.44,85.22,Hilly,Laterite,Irrigated,Soybean,1.5,Short-term,Oilseeds,Sunflower,94,10427,22479
24.21,84.13,Plain,Alfisol,Rainfed,Soybean,3.8,Perennial,Fruits,Guava,284,14902,56654
24.22,83.52,Plateau,Entisol,Irrigated,Banana+Pea,2.9,Short-term,Oilseeds,Groundnut,101,29620,67520
24.3,85.31,Plain,Red Soil,Rainfed,Barley,1.5,Long-term,Oilseeds,Sesame,120,22205,82139
24.37,84.84,Hilly,Inceptisol,Rainfed,Banana,1.4,Long-term,Cereals,Maize,145,8841,26398
23.77,85.59,Hilly,Laterite,Rainfed,Sugarcane,0.9,Perennial,Fruits,Banana,236,20154,43267
23.75,85.55,Hilly,Laterite,Rainfed,Pigeon Pea,4.1,Short-term,Vegetables,Potato,118,14639,31756
24.2,85.61,Plain,Alfisol,Rainfed,Banana+Pea,2.0,Mixed,Agroforestry,Mango+Lentil,250,77876,274899
23.97,84.71,Plain,Alfisol,Irrigated,Millets,4.4,Long-term,Cash Crops,Tobacco,172,64183,136784
24.05,84.33,Plateau,Laterite,Irrigated,Brinjal,3.2,Short-term,Oilseeds,Soybean,97,22383,87977
24.19,85.48,Plain,Red Soil,Rainfed,Maize+Mustard,3.5,Perennial,Fruits,Jackfruit,306,33382,93413
24.34,84.63,Plateau,Laterite,Tube-well,Wheat,1.8,Perennial,Fruits,Guava,315,27144,63253
23.51,83.96,Hilly,Laterite,Irrigated,Soybean,2.6,Long-term,Cereals,Sorghum,151,19805,56247
23.56,85.64,Plateau,Laterite,Tube-well,Brinjal,2.4,Perennial,Cash Crops,Cotton,296,43877,128027
23.14,85.71,Plateau,Laterite,Irrigated,Cabbage,1.6,Short-term,Vegetables,Onion,106,20837,51647
23.87,84.67,Plain,Alfisol,Irrigated,Lentil,4.2,Perennial,Cash Crops,Tobacco,215,43091,105766
23.05,83.69,Hilly,Laterite,Rainfed,Maize+Mustard,3.3,Perennial,Cash Crops,Tea,261,90624,295936
23.7,84.47,Plateau,Laterite,Rainfed,Guava,0.7,Mixed,Agroforestry,Rice+Lentil,291,26631,54387
23.81,85.51,Hilly,Inceptisol,Rainfed,Groundnut,4.2,Short-term,Pulses,Green Gram,101,15235,43264
23.43,85.75,Plateau,Laterite,Irrigated,Guava,1.0,Long-term,Oilseeds,Groundnut,125,23740,70504
23.89,84.01,Hilly,Laterite,Rainfed,Lentil,2.3,Long-term,Cash Crops,Coffee,174,57214,211017
23.05,83.67,Plain,Alfisol,Irrigated,Rice,3.1,Long-term,Cash Crops,Sugarcane,161,90938,249376
23.06,85.69,Plain,Red Soil,Rainfed,Tobacco,0.5,Mixed,Agroforestry,Maize+Mustard,193,36559,136947
24.23,84.47,Plateau,Entisol,Canal,Gram,3.4,Short-term,Pulses,Pigeon Pea,117,17228,65833
23.54,84.85,Plain,Red Soil,Rainfed,Sesame,3.5,Short-term,Cereals,Millets,112,18686,40559
23.19,85.92,Plateau,Entisol,Rainfed,Mango,3.4,Long-term,Cash Crops,Coffee,171,59441,235072
23.78,83.67,Plateau,Entisol,Rainfed,Sesame,1.2,Perennial,Fruits,Guava,273,40572,156187
24.15,85.12,Plain,Alfisol,Rainfed,Jackfruit,1.7,Mixed,Agroforestry,Banana+Pea,186,33454,120317
23.32,83.69,Plain,Red Soil,Rainfed,Jackfruit,1.6,Perennial,Fruits,Banana,263,38511,94450
23.93,84.44,Plateau,Laterite,Irrigated,Tea,4.8,Long-term,Vegetables,Onion,149,12578,30777
23.13,85.51,Plain,Alfisol,Rainfed,Tea,0.8,Mixed,Agroforestry,Banana+Pea,263,36353,84385
23.08,84.58,Plateau,Entisol,Rainfed,Potato,2.4,Perennial,Cash Crops,Tea,252,54782,179724
23.8,85.99,Hilly,Laterite,Canal,Jackfruit,4.4,Long-term,Cereals,Rice,175,17150,67872
23.81,84.9,Hilly,Laterite,Rainfed,Litchi,4.0,Mixed,Agroforestry,Rice+Lentil,335,48152,155256
23.96,84.3,Plateau,Laterite,Tube-well,Coffee,4.2,Mixed,Agroforestry,Rice+Lentil,192,55494,220491
24.09,84.05,Plain,Red Soil,Tube-well,Groundnut,4.9,Short-term,Vegetables,Cauliflower,100,14151,40661
24.46,84.38,Hilly,Laterite,Rainfed,Mustard,2.2,Long-term,Vegetables,Potato,143,8100,28471
23.77,84.43,Plain,Alfisol,Rainfed,Cauliflower,1.9,Long-term,Cereals,Maize,122,15988,46507
23.48,83.67,Plain,Red Soil,Rainfed,Onion,0.6,Mixed,Agroforestry,Rice+Lentil,291,26693,89321
24.19,84.42,Hilly,Inceptisol,Irrigated,Jute,1.2,Perennial,Fruits,Mango,259,13856,28787
23.41,84.66,Plateau,Laterite,Irrigated,Sunflower,3.0,Short-term,Vegetables,Onion,104,8701,20750
23.66,85.31,Plain,Alfisol,Irrigated,Timber+Paddy,1.2,Perennial,Fruits,Banana,343,16836,58268
23.12,85.14,Hilly,Inceptisol,Irrigated,Sorghum,3.8,Mixed,Agroforestry,Mango+Lentil,330,36375,108069
23.04,85.27,Hilly,Laterite,Rainfed,Pigeon Pea,0.7,Short-term,Pulses,Black Gram,81,13102,38754
24.44,83.52,Plain,Alfisol,Canal,Soybean,1.7,Mixed,Agroforestry,Maize+Mustard,266,64869,164966
24.25,84.04,Plain,Alfisol,Irrigated,Guava,3.6,Long-term,Cereals,Paddy,155,10334,32949
24.04,85.15,Plateau,Entisol,Irrigated,Cauliflower,1.6,Mixed,Agroforestry,Mango+Lentil,208,45697,102116
23.61,84.71,Plateau,Entisol,Canal,Wheat,3.8,Long-term,Cereals,Rice,121,5014,18236
23.26,83.51,Hilly,Laterite,Irrigated,Banana+Pea,5.0,Perennial,Cash Crops,Tea,307,28127,98232
23.23,85.51,Hilly,Inceptisol,Rainfed,Cotton,4.1,Mixed,Agroforestry,Timber+Paddy,212,37713,107693
23.38,85.43,Plain,Red Soil,Rainfed,Brinjal,2.0,Long-term,Cereals,Millets,137,7513,25348
23.82,84.87,Hilly,Inceptisol,Rainfed,Litchi,4.6,Mixed,Agroforestry,Mango+Lentil,304,79994,201272
24.07,83.67,Hilly,Laterite,Rainfed,Coffee,0.7,Short-term,Oilseeds,Groundnut,116,23316,71095
23.99,85.42,Hilly,Laterite,Tube-well,Green Gram,3.8,Short-term,Vegetables,Tomato,102,19325,57738
23.42,84.96,Plain,Red Soil,Rainfed,Sugarcane,0.6,Short-term,Oilseeds,Niger,93,23419,72318
24.43,85.45,Plain,Alfisol,Irrigated,Paddy,1.3,Perennial,Cash Crops,Sugarcane,249,98966,392560
24.11,85.38,Plain,Red Soil,Irrigated,Jackfruit,4.9,Perennial,Fruits,Banana,322,29108,99105
23.83,85.51,Plateau,Laterite,Rainfed,Paddy,2.1,Short-term,Oilseeds,Groundnut,95,22853,87463
23.92,84.8,Hilly,Inceptisol,Tube-well,Timber+Paddy,4.2,Short-term,Cereals,Paddy,97,15779,56550
23.63,83.85,Hilly,Laterite,Canal,Tobacco,2.2,Perennial,Fruits,Guava,187,47709,111428
23.37,85.18,Plain,Alfisol,Irrigated,Green Gram,4.3,Short-term,Pulses,Black Gram,109,8677,21901
23.53,85.05,Plain,Alfisol,Rainfed,Cauliflower,4.8,Perennial,Fruits,Jackfruit,216,48024,145149
24.14,85.36,Plateau,Laterite,Rainfed,Banana,2.5,Short-term,Vegetables,Ladyfinger,80,13156,32085
23.02,83.92,Hilly,Inceptisol,Rainfed,Jackfruit,3.0,Short-term,Oilseeds,Groundnut,96,23930,51378
23.17,83.99,Hilly,Inceptisol,Rainfed,Banana+Pea,3.3,Mixed,Agroforestry,Mango+Lentil,246,54441,180862
23.07,85.73,Plain,Alfisol,Irrigated,Sesame,4.7,Long-term,Cereals,Barley,125,8727,31679
23.06,85.37,Plateau,Laterite,Tube-well,Cotton,1.7,Long-term,Cereals,Millets,135,19418,62032
24.28,85.77,Plain,Alfisol,Irrigated,Cotton,3.3,Perennial,Cash Crops,Coffee,327,28174,102168
24.06,85.4,Plain,Alfisol,Canal,Tobacco,2.0,Mixed,Agroforestry,Mango+Lentil,314,19186,55094
23.71,84.99,Hilly,Inceptisol,Irrigated,Rice,1.5,Perennial,Cash Crops,Sugarcane,318,60452,149174
23.15,85.14,Plain,Red Soil,Rainfed,Banana+Pea,0.9,Long-term,Vegetables,Potato,144,19291,68675
23.74,85.72,Plain,Alfisol,Canal,Timber+Paddy,3.3,Perennial,Fruits,Litchi,210,12610,27693
23.71,84.95,Hilly,Laterite,Rainfed,Litchi,4.5,Short-term,Pulses,Gram,84,6290,22807
23.26,85.08,Hilly,Inceptisol,Canal,Rice,2.1,Short-term,Oilseeds,Soybean,104,26072,58655
23.65,83.89,Plateau,Laterite,Rainfed,Groundnut,3.0,Long-term,Cash Crops,Jute,166,83118,251499
23.6,84.68,Hilly,Laterite,Rainfed,Rice+Lentil,3.4,Short-term,Pulses,Pigeon Pea,98,7981,28747
23.92,85.29,Plain,Red Soil,Canal,Soybean,2.4,Perennial,Fruits,Papaya,276,16673,35088
23.95,84.18,Plain,Alfisol,Irrigated,Sugarcane,4.6,Long-term,Cereals,Millets,168,19685,44506
23.07,84.01,Plateau,Entisol,Canal,Brinjal,2.1,Short-term,Pulses,Lentil,97,12158,25950
23.56,84.28,Hilly,Inceptisol,Tube-well,Mango+Lentil,1.1,Perennial,Fruits,Jackfruit,336,18611,41086
23.94,84.1,Plateau,Laterite,Rainfed,Cotton,1.1,Short-term,Vegetables,Tomato,108,25803,58877
23.75,84.04,Plain,Alfisol,Irrigated,Sunflower,4.5,Perennial,Fruits,Jackfruit,202,41131,102648
24.28,84.56,Hilly,Inceptisol,Rainfed,Onion,4.9,Perennial,Cash Crops,Sugarcane,280,87370,304581
23.99,85.77,Plain,Red Soil,Irrigated,Timber+Paddy,1.8,Mixed,Agroforestry,Rice+Lentil,215,62894,247205
23.24,84.77,Hilly,Inceptisol,Irrigated,Millets,1.1,Short-term,Pulses,Black Gram,91,15322,41939
23.11,83.97,Plateau,Entisol,Rainfed,Litchi,2.7,Perennial,Cash Crops,Jute,304,37340,97202
23.96,83.69,Plateau,Laterite,Irrigated,Barley,3.7,Short-term,Oilseeds,Mustard,102,9955,30114
23.04,85.24,Hilly,Laterite,Irrigated,Maize+Mustard,3.3,Short-term,Oilseeds,Soybean,93,21763,60934
23.88,84.46,Hilly,Inceptisol,Rainfed,Maize+Mustard,4.8,Short-term,Cereals,Wheat,100,9694,35261
24.41,85.55,Plateau,Laterite,Canal,Guava,4.2,Long-term,Oilseeds,Sesame,129,9011,23646
23.86,85.15,Hilly,Inceptisol,Irrigated,Barley,4.4,Mixed,Agroforestry,Banana+Pea,305,28244,73090
23.58,85.49,Plain,Alfisol,Tube-well,Black Gram,2.9,Perennial,Fruits,Mango,344,15585,47532
23.96,84.18,Hilly,Inceptisol,Rainfed,Paddy,2.0,Short-term,Pulses,Green Gram,96,12677,46647
23.69,85.23,Plain,Alfisol,Rainfed,Green Gram,3.7,Perennial,Cash Crops,Cotton,197,84881,183861
23.82,84.16,Hilly,Inceptisol,Irrigated,Sorghum,2.5,Perennial,Cash Crops,Jute,312,77163,277189
24.41,85.85,Hilly,Laterite,Rainfed,Timber+Paddy,1.8,Long-term,Vegetables,Tomato,121,20099,50057
23.58,85.09,Hilly,Laterite,Tube-well,Maize,1.2,Mixed,Agroforestry,Banana+Pea,245,28199,89556
24.44,84.31,Plain,Alfisol,Rainfed,Black Gram,2.9,Long-term,Oilseeds,Groundnut,122,16968,46217
24.36,84.17,Plain,Red Soil,Irrigated,Rice,3.2,Short-term,Cereals,Maize,101,8256,22519
23.29,83.98,Hilly,Laterite,Irrigated,Mango,3.1,Long-term,Oilseeds,Sesame,120,26636,58109
23.1,85.24,Plateau,Entisol,Rainfed,Banana+Pea,1.0,Short-term,Pulses,Green Gram,85,5147,18442
23.15,84.05,Hilly,Laterite,Rainfed,Green Gram,3.1,Short-term,Pulses,Pea,114,15777,59784
23.03,84.99,Plain,Red Soil,Irrigated,Sunflower,1.3,Perennial,Fruits,Litchi,321,24307,52323
23.14,84.16,Plateau,Entisol,Irrigated,Gram,3.5,Short-term,Oilseeds,Sunflower,92,13094,35603
24.02,85.15,Plateau,Entisol,Rainfed,Jackfruit,2.4,Mixed,Agroforestry,Banana+Pea,228,78730,193591
23.11,85.54,Plain,Alfisol,Tube-well,Tomato,4.3,Short-term,Pulses,Black Gram,83,11731,37777
23.48,85.45,Plain,Alfisol,Rainfed,Sunflower,4.0,Short-term,Pulses,Pigeon Pea,113,9223,20630
24.27,85.4,Plateau,Entisol,Rainfed,Cotton,3.8,Perennial,Cash Crops,Tea,281,24666,73113
23.03,83.97,Plateau,Entisol,Irrigated,Jute,3.7,Perennial,Fruits,Guava,237,46688,97612
24.22,83.72,Plateau,Entisol,Rainfed,Jute,3.0,Long-term,Vegetables,Tomato,120,23926,75404
23.42,85.25,Plateau,Laterite,Tube-well,Tobacco,0.8,Perennial,Fruits,Mango,299,21994,68929
23.18,84.42,Hilly,Inceptisol,Rainfed,Timber+Paddy,3.4,Short-term,Vegetables,Ladyfinger,71,19651,72114
24.05,84.58,Hilly,Laterite,Rainfed,Cauliflower,2.6,Long-term,Fruits,Papaya,171,49768,164522
23.94,83.58,Plain,Red Soil,Rainfed,Sesame,2.6,Mixed,Agroforestry,Rice+Lentil,358,30055,63317
24.32,84.15,Plain,Alfisol,Irrigated,Rice+Lentil,2.2,Perennial,Fruits,Mango,287,31473,108276
24.1,83.58,Hilly,Laterite,Irrigated,Sugarcane,4.7,Perennial,Cash Crops,Jute,332,45015,169750
24.21,85.7,Hilly,Laterite,Irrigated,Brinjal,1.6,Mixed,Agroforestry,Mango+Lentil,354,47389,143963
23.42,84.11,Hilly,Laterite,Rainfed,Onion,1.9,Long-term,Cereals,Maize,178,18119,43882
23.27,84.89,Plateau,Entisol,Rainfed,Coffee,4.8,Mixed,Agroforestry,Maize+Mustard,260,39897,133456
24.13,83.6,Plain,Red Soil,Canal,Mango,4.1,Short-term,Oilseeds,Niger,117,25640,87288
24.21,85.17,Hilly,Laterite,Rainfed,Rice,0.6,Long-term,Oilseeds,Groundnut,129,29653,102977
24.49,84.31,Plain,Alfisol,Canal,Potato,4.6,Perennial,Cash Crops,Cotton,274,54600,193144
23.62,85.74,Hilly,Laterite,Rainfed,Pea,1.5,Short-term,Oilseeds,Mustard,91,19103,69453
23.56,85.72,Plateau,Laterite,Canal,Litchi,3.7,Perennial,Cash Crops,Tobacco,291,49495,170734
24.16,84.31,Hilly,Laterite,Rainfed,Onion,3.0,Perennial,Fruits,Jackfruit,343,21093,53449
23.51,85.75,Plateau,Laterite,Irrigated,Tomato,2.9,Long-term,Cereals,Paddy,139,6384,16135
24.4,85.99,Plain,Red Soil,Rainfed,Wheat,3.7,Mixed,Agroforestry,Rice+Lentil,348,36962,116487
24.29,85.56,Hilly,Inceptisol,Rainfed,Soybean,1.4,Mixed,Agroforestry,Banana+Pea,311,70883,246975
23.64,85.61,Plain,Red Soil,Rainfed,Banana,1.2,Short-term,Oilseeds,Groundnut,106,11667,40994
24.13,84.12,Hilly,Inceptisol,Rainfed,Green Gram,3.4,Short-term,Pulses,Pea,88,17228,62471
24.13,84.94,Plateau,Laterite,Rainfed,Mustard,1.8,Mixed,Agroforestry,Banana+Pea,195,24138,88739
23.15,83.67,Hilly,Inceptisol,Irrigated,Wheat,4.9,Short-term,Pulses,Pigeon Pea,97,17365,54417
24.35,83.74,Plateau,Entisol,Irrigated,Cotton,2.5,Perennial,Fruits,Mango,209,49612,116898
23.76,86.0,Plain,Alfisol,Irrigated,Jute,1.0,Perennial,Cash Crops,Jute,215,93085,209241
24.24,84.32,Plateau,Laterite,Irrigated,Coffee,3.6,Perennial,Cash Crops,Jute,205,61371,190284
23.48,85.37,Plain,Red Soil,Irrigated,Onion,1.9,Long-term,Cash Crops,Tea,178,83948,242962
24.34,85.52,Plateau,Laterite,Rainfed,Soybean,1.2,Long-term,Cereals,Millets,160,6302,20353
23.58,85.65,Plain,Red Soil,Rainfed,Black Gram,2.4,Mixed,Agroforestry,Maize+Mustard,193,29876,73719
23.02,85.99,Plain,Red Soil,Rainfed,Lentil,4.8,Perennial,Fruits,Banana,196,34054,91159
24.36,84.1,Hilly,Inceptisol,Canal,Litchi,2.4,Short-term,Pulses,Lentil,83,18907,65297
23.14,83.6,Plateau,Entisol,Rainfed,Mustard,2.1,Perennial,Cash Crops,Tobacco,184,80992,247168
23.48,84.53,Plain,Alfisol,Rainfed,Papaya,2.5,Perennial,Fruits,Banana,312,20070,79165
24.43,83.83,Plain,Red Soil,Irrigated,Banana+Pea,0.6,Short-term,Vegetables,Potato,107,27411,107583
24.43,83.56,Plateau,Laterite,Rainfed,Tobacco,1.1,Long-term,Cash Crops,Sugarcane,174,20797,81483
23.86,84.4,Plain,Alfisol,Canal,Timber+Paddy,4.3,Mixed,Agroforestry,Mango+Lentil,318,67836,189311
23.95,85.46,Plain,Red Soil,Canal,Gram,4.9,Short-term,Oilseeds,Niger,113,26973,75031
23.67,84.92,Hilly,Laterite,Rainfed,Maize,1.2,Short-term,Vegetables,Cauliflower,84,25847,63248
23.44,84.28,Plain,Alfisol,Rainfed,Wheat,2.9,Mixed,Agroforestry,Mango+Lentil,349,68587,265988
23.49,85.14,Plateau,Entisol,Rainfed,Groundnut,4.8,Short-term,Pulses,Pigeon Pea,103,11805,29896
24.01,84.08,Plateau,Laterite,Irrigated,Niger,1.2,Long-term,Vegetables,Cauliflower,132,21916,53766
24.13,83.54,Hilly,Laterite,Rainfed,Guava,1.3,Short-term,Oilseeds,Mustard,97,12024,32770
24.19,85.41,Plateau,Entisol,Irrigated,Mango+Lentil,4.7,Mixed,Agroforestry,Rice+Lentil,317,36348,78573
24.18,85.06,Hilly,Laterite,Irrigated,Groundnut,3.7,Long-term,Cereals,Rice,146,14653,46641
23.14,85.41,Plain,Alfisol,Rainfed,Litchi,1.2,Long-term,Vegetables,Cauliflower,138,10134,22512
23.74,83.6,Plain,Alfisol,Rainfed,Banana,2.3,Short-term,Vegetables,Tomato,70,29621,80219
23.09,85.59,Hilly,Inceptisol,Irrigated,Sorghum,0.8,Long-term,Vegetables,Cabbage,147,15663,41135
23.82,85.05,Plain,Red Soil,Rainfed,Pea,2.4,Short-term,Pulses,Lentil,112,18778,59541
23.66,84.91,Plateau,Entisol,Canal,Sesame,4.0,Long-term,Fruits,Mango,165,20786,72480
24.33,85.06,Plateau,Entisol,Rainfed,Jackfruit,3.0,Short-term,Vegetables,Cabbage,80,25236,81785
23.53,85.66,Plain,Red Soil,Irrigated,Guava,3.4,Perennial,Cash Crops,Cotton,325,34567,117690
23.18,84.97,Hilly,Inceptisol,Canal,Tea,2.0,Mixed,Agroforestry,Banana+Pea,212,17260,64787
23.21,84.95,Plateau,Laterite,Canal,Lentil,1.2,Short-term,Oilseeds,Soybean,102,24833,53164
24.14,85.98,Plateau,Laterite,Rainfed,Tea,0.6,Long-term,Fruits,Banana,172,22501,67256
23.93,85.39,Plateau,Laterite,Rainfed,Papaya,4.2,Perennial,Fruits,Mango,180,43485,112515
23.15,84.61,Hilly,Inceptisol,Irrigated,Groundnut,3.4,Short-term,Pulses,Pea,118,12214,48494
23.13,85.27,Plateau,Entisol,Rainfed,Banana,1.5,Short-term,Pulses,Green Gram,87,7718,24531
24.05,84.47,Hilly,Laterite,Rainfed,Potato,2.4,Short-term,Oilseeds,Soybean,111,15035,50684
23.11,84.07,Hilly,Laterite,Tube-well,Wheat,4.1,Long-term,Vegetables,Brinjal,146,29633,82849
24.23,84.99,Plain,Red Soil,Rainfed,Jute,2.9,Short-term,Pulses,Pea,92,12928,38100
24.06,85.82,Plain,Alfisol,Rainfed,Banana,1.9,Perennial,Fruits,Litchi,364,21718,60220
23.12,85.82,Hilly,Laterite,Rainfed,Tea,1.7,Long-term,Vegetables,Ladyfinger,138,11991,41423
23.13,84.35,Plain,Red Soil,Irrigated,Litchi,1.5,Perennial,Cash Crops,Cotton,191,65856,256762
24.48,84.82,Plain,Red Soil,Irrigated,Sugarcane,4.2,Short-term,Oilseeds,Niger,108,14639,57552
23.56,84.03,Plateau,Entisol,Rainfed,Brinjal,3.1,Perennial,Cash Crops,Tea,280,45286,101963
23.56,85.99,Plain,Red Soil,Rainfed,Mango+Lentil,3.7,Short-term,Oilseeds,Mustard,104,27282,77023
24.22,85.95,Hilly,Inceptisol,Rainfed,Sunflower,4.4,Short-term,Oilseeds,Groundnut,110,9651,21080
24.42,85.12,Hilly,Inceptisol,Irrigated,Rice,4.9,Mixed,Agroforestry,Maize+Mustard,351,57239,132872
24.48,85.51,Plateau,Laterite,Rainfed,Timber+Paddy,1.6,Short-term,Pulses,Green Gram,99,17186,39864
24.13,85.29,Hilly,Laterite,Tube-well,Brinjal,1.3,Long-term,Vegetables,Cauliflower,136,13909,40687
23.56,84.98,Plain,Red Soil,Rainfed,Mango,2.6,Mixed,Agroforestry,Timber+Paddy,287,59055,191465
23.13,83.63,Hilly,Inceptisol,Tube-well,Onion,0.7,Long-term,Cereals,Millets,172,15056,30827
24.17,84.64,Plateau,Entisol,Rainfed,Jackfruit,4.1,Short-term,Vegetables,Cauliflower,92,16894,52505
23.84,85.19,Plateau,Entisol,Irrigated,Niger,4.5,Short-term,Oilseeds,Soybean,115,18515,46107
23.64,85.19,Hilly,Laterite,Rainfed,Cauliflower,3.6,Perennial,Fruits,Guava,196,20443,78094
24.36,84.43,Plain,Alfisol,Rainfed,Maize,1.7,Short-term,Pulses,Lentil,101,11982,26547
23.17,85.85,Plateau,Laterite,Canal,Black Gram,1.1,Short-term,Pulses,Black Gram,86,15823,46994
23.74,83.92,Plain,Red Soil,Canal,Jute,2.2,Short-term,Oilseeds,Niger,110,10936,33736
23.02,84.75,Hilly,Laterite,Rainfed,Soybean,4.3,Long-term,Vegetables,Brinjal,123,17075,54857
23.7,85.23,Hilly,Inceptisol,Irrigated,Sunflower,2.1,Long-term,Cereals,Sorghum,130,7084,21972
23.08,85.24,Plain,Alfisol,Irrigated,Jackfruit,0.7,Perennial,Cash Crops,Jute,225,52286,191801
23.18,85.12,Plain,Alfisol,Canal,Paddy,1.7,Short-term,Pulses,Lentil,85,12048,37546
23.18,84.19,Plain,Red Soil,Rainfed,Niger,5.0,Mixed,Agroforestry,Maize+Mustard,302,22452,48864
23.97,83.89,Hilly,Inceptisol,Irrigated,Paddy,3.5,Short-term,Oilseeds,Soybean,94,22742,50575
24.12,85.09,Plateau,Entisol,Rainfed,Barley,4.6,Mixed,Agroforestry,Banana+Pea,241,74977,254885
23.88,85.0,Plain,Red Soil,Rainfed,Maize+Mustard,4.0,Mixed,Agroforestry,Banana+Pea,350,43114,109302
24.44,83.95,Plateau,Laterite,Canal,Potato,2.9,Mixed,Agroforestry,Banana+Pea,301,31560,106401
23.56,85.26,Plain,Alfisol,Rainfed,Paddy,1.2,Short-term,Oilseeds,Mustard,116,10623,40408
23.43,84.64,Hilly,Laterite,Rainfed,Coffee,2.1,Short-term,Cereals,Rice,110,9365,30109
24.3,85.17,Plain,Alfisol,Irrigated,Brinjal,3.1,Perennial,Fruits,Guava,241,29905,78069
23.34,85.59,Plateau,Laterite,Irrigated,Pigeon Pea,4.4,Mixed,Agroforestry,Rice+Lentil,216,56813,210776
24.44,83.92,Plateau,Laterite,Rainfed,Pea,1.7,Long-term,Oilseeds,Sunflower,120,11050,36883
23.02,83.55,Hilly,Inceptisol,Rainfed,Potato,1.0,Mixed,Agroforestry,Banana+Pea,273,55680,204371
24.45,85.45,Plateau,Laterite,Tube-well,Mango+Lentil,3.0,Short-term,Vegetables,Onion,104,15700,36118
23.06,85.02,Hilly,Laterite,Rainfed,Sugarcane,1.3,Mixed,Agroforestry,Maize+Mustard,271,25726,78220
24.34,85.25,Plateau,Laterite,Irrigated,Tomato,3.2,Short-term,Vegetables,Brinjal,87,29500,103782
